barrels08,city08,co2TailpipeGpm,comb08,cylinders,displ,drive,fuelCost08,fuelType,fuelType1,highway08,make,model,mpgData,trany,UCity,UHighway,VClass,year
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,BMW,7 Series,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,Cimarron,N,Automatic 3-spd,Average,Green,Compact Cars,1985
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro 2WD (passenger),N,Automatic 4-spd,Average,Economic,Vans,1986
low-medium,average,below average,Poor,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Riviera Convertible,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Riviera Convertible,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Riviera Convertible,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Skyhawk,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,average,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Skyhawk,N,Automatic 3-spd,Average,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Skyhawk,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Green,Buick,Skyhawk,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Skyhawk,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Skyhawk,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Skylark,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro 2WD (passenger),N,Manual 4-spd,Average,Economic,Vans,1986
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Skylark,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Skylark,N,Automatic 3-spd,Average,Green,Compact Cars,1984
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Skylark,N,Manual 4-spd,Average,Green,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,Cimarron,N,Automatic 3-spd,Average,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,Cimarron,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,Eldorado Convertible,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Cavalier,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Cavalier,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Green,Chevrolet,Cavalier,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Cavalier,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro 2WD (passenger),N,Manual 5-spd,Average,Economic,Vans,1986
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Bill Dovell Motor Car Company,Dovell 230CE,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Bill Dovell Motor Car Company,Dovell 230E,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Stanza,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Stanza,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Dodge,Omni,N,Manual 4-spd,Green,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Omni,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Omni,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Escort,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Ford,Escort,N,Manual 4-spd,Green,Green,Compact Cars,1984
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Escort,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 3-spd,Average,Economic,Vans,1986
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Escort,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Escort,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Escort,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Escort,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low,excellent,healthy,Excellent,Four,Two,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Ford,Escort,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Ford,Escort,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Ford,Tempo,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Tempo,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Tempo,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Tempo,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1986
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Thunderbird,N,Automatic 3-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Thunderbird,N,Manual 5-spd,Average,Green,Compact Cars,1984
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Thunderbird,N,Automatic 3-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Thunderbird,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Thunderbird,Y,Automatic 4-spd,Average,Economic,Compact Cars,1984
medium-high,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kenyon Corporation Of America,Kenyon 5.0 Coupe,N,Automatic 3-spd,Average,Economic,Compact Cars,1984
medium-high,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kenyon Corporation Of America,Kenyon 5.0 Sp Sedan,N,Automatic 3-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Cougar,N,Automatic 3-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Cougar,N,Manual 5-spd,Average,Green,Compact Cars,1984
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Cougar,N,Automatic 3-spd,Average,Economic,Compact Cars,1984
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1986
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Cougar,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Cougar,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Lynx,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Mercury,Lynx,N,Manual 4-spd,Green,Green,Compact Cars,1984
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Lynx,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Lynx,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Lynx,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Lynx,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Lynx,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low,excellent,healthy,Excellent,Four,Two,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Mercury,Lynx,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Manual 3-spd,Average,Economic,Vans,1986
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Mercury,Lynx,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Mercury,Topaz,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Topaz,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Topaz,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Topaz,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,626,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,626,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Mazda,626,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,average,average,Normal,Five,Three,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Mercedes-Benz,300D/300CD,Y,Automatic 4-spd,Economic,Economic,Compact Cars,1984
low-medium,average,average,Normal,Five,Three,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Mercedes-Benz,300D/300CD,N,Automatic 4-spd,Economic,Green,Compact Cars,1984
medium-high,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Manual 3-spd,Average,Economic,Vans,1986
low-medium,average,average,Normal,Five,Three,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Mercedes-Benz,300SD/380SE,Y,Automatic 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,average,Normal,Five,Three,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Mercedes-Benz,300SD/380SE,N,Automatic 4-spd,Economic,Economic,Compact Cars,1984
low-medium,average,below average,Poor,Eight,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercedes-Benz,300SD/380SE,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Mercedes-Benz,500SEC,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Firenza,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Green,Oldsmobile,Firenza,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Firenza,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Firenza,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Firenza,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Omega,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 3-spd,Average,Economic,Vans,1986
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Omega,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Omega,N,Automatic 3-spd,Average,Green,Compact Cars,1984
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Omega,N,Manual 4-spd,Average,Green,Compact Cars,1984
low-medium,average,below average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Peugeot,505 Sedan,N,Automatic 3-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Peugeot,505 Sedan,N,Manual 5-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Diesel,Diesel,Economic,Peugeot,505 Sedan,N,Automatic 3-spd,Economic,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Diesel,Diesel,Economic,Peugeot,505 Sedan,N,Automatic 3-spd,Economic,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Diesel,Diesel,Economic,Peugeot,505 Sedan,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Diesel,Diesel,Economic,Peugeot,505 Sedan,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Diesel,Diesel,Economic,Peugeot,604 Sedan,N,Automatic 3-spd,Economic,Economic,Compact Cars,1984
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1986
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Diesel,Diesel,Economic,Peugeot,604 Sedan,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Plymouth,Horizon,N,Manual 4-spd,Green,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Horizon,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Horizon,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,2000 Sunbird,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,average,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,2000 Sunbird,N,Automatic 3-spd,Average,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,2000 Sunbird,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Green,Pontiac,2000 Sunbird,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Pontiac,2000 Sunbird,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,2000 Sunbird,N,Manual 4-spd,Economic,Green,Compact Cars,1984
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,Cimarron,N,Manual 4-spd,Average,Economic,Compact Cars,1985
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1986
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Renault,Alliance/Encore,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Renault,Alliance/Encore,N,Manual 4-spd,Green,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Renault,Alliance/Encore,N,Manual 5-spd,Green,Green,Compact Cars,1984
high,poor,hazardous,Poor,Eight,Six,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Guzzler,Rolls-Royce,Camargue,N,Automatic 3-spd,Guzzler,Average,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saab,900,N,Automatic 3-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saab,900,N,Automatic 3-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saab,900,N,Manual 5-spd,Average,Green,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saab,900,N,Manual 5-spd,Average,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Toyota,Camry,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry,N,Automatic 4-spd,Economic,Green,Compact Cars,1984
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1986
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Corolla,N,Automatic 3-spd,Green,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Toyota,Corolla,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Diesel,Diesel,Green,Toyota,Corolla,N,Automatic 3-spd,Green,Green,Compact Cars,1984
low,excellent,healthy,Excellent,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Toyota,Corolla,N,Manual 4-spd,Green,Green,Compact Cars,1984
low,excellent,healthy,Excellent,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Toyota,Corolla,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Diesel,Diesel,Economic,Volkswagen,Quantum,N,Automatic 3-spd,Green,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Diesel,Diesel,Economic,Volkswagen,Quantum,N,Automatic 3-spd,Green,Green,Compact Cars,1984
low-medium,excellent,healthy,Average,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Volkswagen,Quantum,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Volkswagen,Quantum,N,Manual 5-spd,Green,Green,Compact Cars,1984
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1986
low-medium,average,average,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Quantum,N,Automatic 3-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Quantum,N,Manual 5-spd,Average,Economic,Compact Cars,1984
low-medium,average,below average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,240 DL/GL/Turbo,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,240 DL/GL/Turbo,N,Manual 5-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,240 DL/GL/Turbo,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,240 DL/GL/Turbo,N,Automatic 4-spd,Average,Economic,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,240 DL/GL/Turbo,N,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,240 DL/GL/Turbo,Y,Manual 5-spd,Economic,Green,Compact Cars,1984
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Diesel,Diesel,Economic,Volvo,240 DL/GL/Turbo,N,Automatic 3-spd,Economic,Green,Compact Cars,1984
low-medium,average,healthy,Average,Six,Two,Front-Wheel Drive,Standard,Diesel,Diesel,Economic,Volvo,240 DL/GL/Turbo,N,Manual 5-spd,Economic,Green,Compact Cars,1984
medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Manual 4-spd,Average,Economic,Vans,1986
low-medium,average,below average,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Audi,5000S,N,Automatic 3-spd,Average,Economic,Midsize Cars,1984
low-medium,average,below average,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Audi,5000S,N,Automatic 3-spd,Average,Economic,Midsize Cars,1984
low-medium,average,average,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Audi,5000S,N,Manual 5-spd,Average,Economic,Midsize Cars,1984
