barrels08,city08,co2TailpipeGpm,comb08,cylinders,displ,drive,fuelCost08,fuelType,fuelType1,highway08,make,model,mpgData,trany,UCity,UHighway,VClass,year
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,G15/25 Vandura 2WD,N,Automatic 3-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Manual 4-spd,Average,Economic,Vans,1989
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Renault,18i 4DR Wagon,N,Manual 5-spd,Economic,Green,Small Station Wagons,1985
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,GMC,G15/25 Vandura 2WD,N,Automatic 3-spd,Average,Economic,Vans,1989
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
medium-high,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Manual 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,GMC,G15/25 Vandura 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,GMC,G15/25 Vandura 2WD,N,Manual 4-spd,Average,Economic,Vans,1989
medium-high,poor,unhealthy,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,G35 Vandura 2WD,N,Automatic 3-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G35 Vandura 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (cargo),N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (cargo),N,Manual 5-spd,Average,Green,Vans,1989
low-medium,average,healthy,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Camaro,N,Manual 5-spd,Economic,Green,Subcompact Cars,1985
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Wagon,N,Automatic 3-spd,Economic,Green,Small Station Wagons,1985
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (cargo),N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (cargo),N,Manual 5-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mitsubishi,Van,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 2WD (cargo),N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 2WD (cargo),N,Manual 5-spd,Economic,Economic,Vans,1989
low-medium,average,average,Normal,Four,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 4WD (cargo),N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro 2WD (passenger),Y,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro 2WD (passenger),N,Manual 5-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Manual 4-spd,Average,Economic,Vans,1989
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Wagon,N,Manual 5-spd,Economic,Green,Small Station Wagons,1985
medium-high,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,G10/20 Sport Van 2WD,Y,Automatic 4-spd,Average,Economic,Vans,1989
medium-high,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Manual 4-spd,Average,Economic,Vans,1989
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Chevrolet,G30 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
medium-high,poor,unhealthy,Poor,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
medium-high,average,below average,Poor,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1989
medium-high,average,below average,Poor,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,B150/B250 Wagon 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
medium-high,poor,unhealthy,Poor,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Manual 5-spd,Average,Economic,Vans,1989
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Wagon,N,Automatic 3-spd,Economic,Green,Small Station Wagons,1985
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1989
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 3-spd,Guzzler,Average,Vans,1989
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,B350 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1989
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,B350 Wagon 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,B350 Wagon 2WD,N,Automatic 3-spd,Guzzler,Average,Vans,1989
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Aerostar Wagon,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Aerostar Wagon,N,Manual 5-spd,Average,Economic,Vans,1989
medium-high,poor,unhealthy,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Ford,E150 Club Wagon,N,Automatic 3-spd,Average,Economic,Vans,1989
medium-high,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,E150 Club Wagon,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Wagon,N,Manual 5-spd,Economic,Green,Small Station Wagons,1985
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Ford,E150 Club Wagon,N,Automatic 4-spd,Average,Economic,Vans,1989
medium-high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Ford,E150 Club Wagon,N,Automatic 3-spd,Guzzler,Economic,Vans,1989
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Rally 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Rally 2WD,N,Manual 4-spd,Average,Economic,Vans,1989
medium-high,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,G15/25 Rally 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Rally 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
medium-high,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,GMC,G15/25 Rally 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,GMC,G15/25 Rally 2WD,N,Manual 4-spd,Average,Economic,Vans,1989
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,GMC,G35 Rally 2WD,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (passenger),N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tercel Wagon 2WD,N,Automatic 3-spd,Green,Green,Small Station Wagons,1985
low-medium,average,average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (passenger),N,Manual 5-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mitsubishi,Wagon,N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 2WD (passenger),N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 2WD (passenger),N,Manual 5-spd,Economic,Economic,Vans,1989
low-medium,average,average,Normal,Four,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 4WD (passenger),N,Automatic 4-spd,Average,Economic,Vans,1989
low-medium,average,average,Normal,Four,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 4WD (passenger),Y,Manual 5-spd,Average,Economic,Vans,1989
medium-high,average,below average,Poor,Four,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Volkswagen,Vanagon Syncro 4WD,N,Manual 5-spd,Average,Economic,Vans,1989
low-medium,average,below average,Poor,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Volkswagen,Vanagon/Camper 2WD,N,Automatic 3-spd,Average,Economic,Vans,1989
low-medium,average,below average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Vanagon/Camper 2WD,N,Manual 4-spd,Average,Economic,Vans,1989
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,R1500 Suburban 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Toyota,Tercel Wagon 2WD,N,Manual 5-spd,Green,Green,Small Station Wagons,1985
medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Chevrolet,R1500 Suburban 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,below average,Poor,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Nissan,Pathfinder 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,below average,Poor,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Pathfinder 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,below average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chrysler,Town and Country,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,AD100/AD150 Ramcharger 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,AD100/AD150 Ramcharger 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
medium-high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,AD100/AD150 Ramcharger 2WD,N,Automatic 3-spd,Guzzler,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,below average,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,healthy,Normal,Four,One,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tercel Wagon 4WD,Y,Automatic 3-spd,Economic,Economic,Small Station Wagons,1985
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,Y,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Cherokee 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Cherokee 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Cherokee 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Cherokee 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Cherokee 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,healthy,Average,Four,One,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tercel Wagon 4WD,Y,Manual 5-spd,Economic,Green,Small Station Wagons,1985
low-medium,average,below average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Bronco II 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Bronco II 2WD,Y,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,R1500 Suburban 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,GMC,R1500 Suburban 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,S15 Jimmy 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,S15 Jimmy 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Isuzu,Amigo 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,below average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Isuzu,Amigo 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,MPV,Y,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,MPV,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,below average,Normal,Five,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Quantum Syncro Wagon,N,Manual 5-spd,Average,Economic,Small Station Wagons,1985
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,MPV,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,MPV,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,MPV,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,MPV,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,below average,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1989
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Diesel,Diesel,Green,Volkswagen,Quantum Wagon,N,Manual 5-spd,Green,Green,Small Station Wagons,1985
low-medium,average,average,Normal,Six,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 4WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicles,1989
low-medium,average,below average,Normal,Six,Four,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 4WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicles,1989
low-medium,average,below average,Normal,Six,Four,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 4WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicles,1989
medium-high,poor,below average,Poor,Eight,Five,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,Blazer V1500 4WD,Y,Automatic 4-spd,Average,Economic,Special Purpose Vehicles,1989
medium-high,poor,unhealthy,Poor,Eight,Five,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,Blazer V1500 4WD,N,Manual 4-spd,Average,Economic,Special Purpose Vehicles,1989
medium-high,poor,unhealthy,Poor,Eight,Five,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,Blazer V1500 4WD,N,Manual 4-spd,Average,Economic,Special Purpose Vehicles,1989
medium,average,below average,Normal,Eight,Six,4-Wheel or All-Wheel Drive,Standard,Diesel,Diesel,Economic,Chevrolet,Blazer V1500 4WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicles,1989
medium-high,poor,unhealthy,Poor,Eight,Five,4-Wheel or All-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Chevrolet,Suburban V1500 4WD,Y,Automatic 4-spd,Average,Economic,Special Purpose Vehicles,1989
medium-high,poor,unhealthy,Poor,Eight,Five,4-Wheel or All-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Chevrolet,Suburban V1500 4WD,Y,Manual 4-spd,Average,Economic,Special Purpose Vehicles,1989
medium-high,poor,unhealthy,Poor,Eight,Five,4-Wheel or All-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Chevrolet,Suburban V1500 4WD,N,Manual 4-spd,Average,Economic,Special Purpose Vehicles,1989
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Camaro,N,Automatic 4-spd,Average,Green,Subcompact Cars,1985
low-medium,average,average,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Quantum Wagon,N,Automatic 3-spd,Economic,Economic,Small Station Wagons,1985
medium-high,average,below average,Normal,Eight,Six,4-Wheel or All-Wheel Drive,Standard,Diesel,Diesel,Economic,Chevrolet,Suburban V1500 4WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicles,1989
low-medium,average,below average,Normal,Four,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Pathfinder 4WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicles,1989
medium-high,average,below average,Poor,Six,Three,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Nissan,Pathfinder 4WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicles,1989
low-medium,average,below average,Poor,Six,Three,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Pathfinder 4WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicles,1989
medium-high,poor,hazardous,Poor,Eight,Five,4-Wheel or All-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,AW100/AW150 Ramcharger 4WD,N,Automatic 3-spd,Guzzler,Average,Special Purpose Vehicles,1989
medium-high,poor,hazardous,Poor,Eight,Five,4-Wheel or All-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,AW100/AW150 Ramcharger 4WD,N,Manual 4-spd,Guzzler,Economic,Special Purpose Vehicles,1989
high,poor,hazardous,Poor,Eight,Five,4-Wheel or All-Wheel Drive,Expensive,Regular,Regular Gasoline,Guzzler,Dodge,AW100/AW150 Ramcharger 4WD,N,Automatic 3-spd,Guzzler,Average,Special Purpose Vehicles,1989
high,poor,hazardous,Poor,Eight,Five,4-Wheel or All-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,AW100/AW150 Ramcharger 4WD,N,Manual 4-spd,Guzzler,Economic,Special Purpose Vehicles,1989
